workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,verb
4830,Experiment Group,,7,,,long,0.97,村长想知道农民接受电工无视了谁。,207062,54,接受,arg,,06
4830,Experiment Group,,,,,,0.99,运动员的姐姐向老师请教了一个问题。,900026,55,,,,02
4830,Experiment Group,,18,,,long,0.97,船长想知道建筑师保证飞行员责备了谁。,218072,56,保证,arg,,07
4830,Experiment Group,,9,,,long,0.98,将军想知道间谍怀疑士兵跟踪了谁。,209012,57,怀疑,arg,,01
4830,Experiment Group,,,,,,0.01,学生自己的问题向提出老师。,900010,58,,,,01
4830,Experiment Group,,,,,,0.01,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,59,,,,00
4830,Experiment Group,,,,,,0.99,教授认识修了桌子的工人。,900020,60,,,,02
4830,Experiment Group,,14,,,short,0.98,英语老师想知道工程师为什么否认中学生举报了店员。,114031,61,否认,adj,,03
4830,Experiment Group,,20,,,short,0.99,售货员想知道作曲家为什么接受摄影师指责了心理医生。,120061,62,接受,adj,,06
4830,Experiment Group,,,,,,0.02,农业专家相信天文学家可以退休物理学家。,900016,63,,,,01
4830,Experiment Group,,,,,,0.01,文艺评论家怀疑编辑可以偷懒教授。,900015,64,,,,01
4792,Experiment Group,,,practice_good,practice_good,,0.97,,,0,,,0,
4792,Experiment Group,,,practice_bad,practice_bad,,0.02,,,0,,,0,
4792,Experiment Group,,2,,,short,0.77,法官想知道律师为什么说警察审问了学生。,102141,1,说,adj,,14
4792,Experiment Group,,,,,,0.97,数学老师指导中学生们如何解决问题。,900031,2,,,,03
4792,Experiment Group,,16,,,long,0.52,大学生想知道记者猜音乐老师夸赞了谁。,216132,3,猜,arg,,13
4792,Experiment Group,,,,,,0.11,国家领导人批准干部可以离职翻译官。,900014,4,,,,01
4792,Experiment Group,,,,,,0.31,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,5,,,,00
4792,Experiment Group,,4,,,long,0.17,教授想知道工程师认同秘书为什么批评了运动员。,104112,6,认同,adj,,11
4792,Experiment Group,,,,,,0.99,运动员的姐姐向老师请教了一个问题。,900026,7,,,,02
4792,Experiment Group,,13,,,short,0.47,服务员想知道谁接受演说家欺骗了建筑工人。,213061,8,接受,arg,,06
4792,Experiment Group,,,,,,0.04,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,9,,,,00
4792,Experiment Group,,6,,,short,0.75,检察官想知道教练员为什么怀疑音乐家开除了保镖。,106011,10,怀疑,adj,,01
4792,Experiment Group,,26,,,long,0.24,制片人想知道健身教练怀疑化妆师为什么监视了调酒师。,126012,11,怀疑,adj,,01
4792,Experiment Group,,,,,,0.01,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,12,,,,00
4792,Experiment Group,,25,,,short,0.82,美容师想知道谁坚称营养师吓唬了快餐店员。,225021,13,坚称,arg,,02
4792,Experiment Group,,3,,,short,0.87,经理想知道厨师为什么认同服务员接待了乞丐。,103111,14,认同,adj,,11
4792,Experiment Group,,,,,,0.98,装修师傅不想见到吃了汉堡的小女孩。,900024,15,,,,02
4792,Experiment Group,,17,,,long,0.19,会计想知道演员证实编辑为什么邀请了神父。,117092,16,证实,adj,,09
4792,Experiment Group,,,,,,0.99,广告商邀请客户参加在西餐厅举办的宴会。,900028,17,,,,02
4792,Experiment Group,,,,,,0.19,学生自己的问题向提出老师。,900010,18,,,,01
4792,Experiment Group,,32,,,short,0.67,助手想知道军官为什么接受老师出卖了水手。,132061,19,接受,adj,,06
4792,Experiment Group,,20,,,short,0.81,售货员想知道作曲家为什么坚称摄影师指责了心理医生。,120021,20,坚称,adj,,02
4792,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,900018,21,,,,01
4792,Experiment Group,,18,,,long,0.27,船长想知道建筑师坚称飞行员为什么责备了经济学家。,118022,22,坚称,adj,,02
4792,Experiment Group,,,,,,0.09,队员们自己的优势向隐瞒对手。,900012,23,,,,01
4792,Experiment Group,,15,,,short,0.59,主持人想知道谁猜政府官员批评了总统候选人。,215131,24,猜,arg,,13
4792,Experiment Group,,12,,,short,0.37,包工头想知道和尚为什么证实播音员打伤了算命先生。,112091,25,证实,adj,,09
4792,Experiment Group,,,,,,0.18,领导自己的烦恼向倾诉朋友。,900009,26,,,,00
4792,Experiment Group,,19,,,long,0.16,经理想知道道士承认和尚为什么夸奖了乞丐。,119052,27,承认,adj,,05
4792,Experiment Group,,28,,,short,0.2,丞相想知道谁认同将军威胁了大臣。,228111,28,认同,arg,,11
4792,Experiment Group,,,,,,0.38,文艺评论家怀疑编辑可以偷懒教授。,900015,29,,,,01
4792,Experiment Group,,7,,,long,0.35,村长想知道农民接受电工无视了谁。,207062,30,接受,arg,,06
4792,Experiment Group,,,,,,0.99,外科医生鼓励病人多锻炼身体。,900027,31,,,,02
4792,Experiment Group,,22,,,long,0.62,顾问想知道外交官说生物学家嘲讽了谁。,222142,32,说,arg,,14
4792,Experiment Group,,,,,,0.98,部长没见过吃了包子的大学生。,900021,33,,,,02
4792,Experiment Group,,,,,,0.05,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,34,,,,00
4792,Experiment Group,,,,,,0.27,助理自己的缺点向指出经理。,900011,35,,,,01
4792,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,900017,36,,,,01
4792,Experiment Group,,23,,,long,0.7,园丁想知道水管工坚称焊工训斥了谁。,223022,37,坚称,arg,,02
4792,Experiment Group,,14,,,short,0.78,英语老师想知道谁说中学生举报了店员。,214141,38,说,arg,,14
4792,Experiment Group,,,,,,0.99,顾问没注意到端着盘子的阿姨。,900023,39,,,,02
4792,Experiment Group,,,,,,0.97,保姆想知道老爷爷午饭到底吃了些什么。,900032,40,,,,03
4792,Experiment Group,,29,,,long,0.67,编辑想知道法务顾问怀疑杂技演员抚养了谁。,229012,41,怀疑,arg,,01
4792,Experiment Group,,5,,,long,0.19,市长想知道议员猜艺术家为什么联系了毒枭。,105132,42,猜,adj,,13
4792,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,43,,,,02
4792,Experiment Group,,,,,,0.31,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,44,,,,00
4792,Experiment Group,,8,,,long,0.14,侦探想知道售货员认同飞行员羞辱了谁。,208112,45,认同,arg,,11
4792,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,900029,46,,,,02
4792,Experiment Group,,27,,,short,0.54,法医想知道谁承认罪犯谋害了程序员。,227051,47,承认,arg,,05
4792,Experiment Group,,,,,,0.99,教导主任鼓励学生们追求自己的梦想。,900030,48,,,,03
4792,Experiment Group,,,,,,0.9,魏老师看到了看了报告的研究生。,900019,49,,,,01
4792,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,900022,50,,,,02
4792,Experiment Group,,1,,,short,0.87,老师想知道谁怀疑保安打了快递员。,201011,51,怀疑,arg,,01
4792,Experiment Group,,31,,,short,0.48,心理学家想知道大学生为什么猜保姆讨好了理发师。,131131,52,猜,adj,,13
4792,Experiment Group,,,,,,0.09,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,53,,,,00
4792,Experiment Group,,24,,,long,0.18,仓库管理员想知道采购员接受保险代理人为什么挖苦了模特。,124062,54,接受,adj,,06
4792,Experiment Group,,11,,,short,0.97,政客想知道谁证实护士推倒了男孩。,211091,55,证实,arg,,09
4792,Experiment Group,,,,,,0.11,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,56,,,,00
4792,Experiment Group,,30,,,long,0.3,舞蹈老师想知道实习生证实歌手赞美了谁。,230092,57,证实,arg,,09
4792,Experiment Group,,,,,,0.17,农业专家相信天文学家可以退休物理学家。,900016,58,,,,01
4792,Experiment Group,,,,,,0.96,教授认识修了桌子的工人。,900020,59,,,,02
4792,Experiment Group,,,,,,0.3,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,60,,,,00
4792,Experiment Group,,10,,,short,0.55,导游想知道外国人为什么承认保安袭击了商贩。,110051,61,承认,adj,,05
4792,Experiment Group,,,,,,0.06,基金管理员期待顾客可以成功历史学家。,900013,62,,,,01
4792,Experiment Group,,9,,,long,0.16,将军想知道间谍说士兵为什么跟踪了总统。,109142,63,说,adj,,14
4792,Experiment Group,,21,,,long,0.11,省长想知道药剂师承认小报记者采访了谁。,221052,64,承认,arg,,05
4790,Experiment Group,,,practice_good,practice_good,,0.9,,,0,,,0,
4790,Experiment Group,,,practice_bad,practice_bad,,0,,,0,,,0,
4790,Experiment Group,,29,,,short,0.74,编辑想知道谁透露杂技演员抚养了小女孩。,229081,1,透露,arg,,08
4790,Experiment Group,,26,,,long,0.21,制片人想知道健身教练认为化妆师监视了谁。,226122,2,认为,arg,,12
4790,Experiment Group,,,,,,0.32,队员们自己的优势向隐瞒对手。,900012,3,,,,01
4790,Experiment Group,,7,,,short,0.62,村长想知道农民为什么透露电工无视了领导。,107081,4,透露,adj,,08
4790,Experiment Group,,,,,,0.19,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,5,,,,00
4790,Experiment Group,,,,,,0.47,学生自己的问题向提出老师。,900010,6,,,,01
4790,Experiment Group,,8,,,short,0.35,侦探想知道谁坚称飞行员羞辱了卡车司机。,208021,7,坚称,arg,,02
4790,Experiment Group,,,,,,0.13,农业专家相信天文学家可以退休物理学家。,900016,8,,,,01
4790,Experiment Group,,,,,,0.28,国家领导人批准干部可以离职翻译官。,900014,9,,,,01
4790,Experiment Group,,28,,,long,0.4,丞相想知道皇上认为将军为什么威胁了大臣。,128122,10,认为,adj,,12
4790,Experiment Group,,,,,,0.76,冯阿姨瞧见了背着书包的中学生。,900017,11,,,,01
4790,Experiment Group,,1,,,short,0.52,老师想知道学生为什么坚称修理工打了快递员。,101021,12,坚称,adj,,02
4790,Experiment Group,,,,,,0.74,顾问没注意到端着盘子的阿姨。,900023,13,,,,02
4790,Experiment Group,,,,,,0.49,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,14,,,,00
4790,Experiment Group,,,,,,0.88,交警在马路边提醒行人要注意安全。,900029,15,,,,02
4790,Experiment Group,,,,,,0.91,外科医生鼓励病人多锻炼身体。,900027,16,,,,02
4790,Experiment Group,,15,,,long,0.52,主持人想知道学者透露政府官员为什么批评了总统候选人。,115082,17,透露,adj,,08
4790,Experiment Group,,6,,,short,0.27,检察官想知道谁认为音乐家开除了保镖。,206121,18,认为,arg,,12
4790,Experiment Group,,,,,,0.36,文艺评论家怀疑编辑可以偷懒教授。,900015,19,,,,01
4790,Experiment Group,,,,,,0.49,基金管理员期待顾客可以成功历史学家。,900013,20,,,,01
4790,Experiment Group,,5,,,long,0.5,市长想知道议员怀疑艺术家为什么联系了毒枭。,105012,21,怀疑,adj,,01
4790,Experiment Group,,,,,,0.75,魏老师看到了看了报告的研究生。,900019,22,,,,01
4790,Experiment Group,,22,,,short,0.46,顾问想知道外交官为什么抱怨生物学家嘲讽了哲学家。,122041,23,抱怨,adj,,04
4790,Experiment Group,,,,,,0.92,数学老师指导中学生们如何解决问题。,900031,24,,,,03
4790,Experiment Group,,4,,,short,0.55,教授想知道谁接受秘书批评了运动员。,204061,25,接受,arg,,06
4790,Experiment Group,,20,,,long,0.47,售货员想知道作曲家说摄影师为什么指责了心理医生。,120142,26,说,adj,,14
4790,Experiment Group,,,,,,0.42,领导自己的烦恼向倾诉朋友。,900009,27,,,,00
4790,Experiment Group,,23,,,short,0.42,园丁想知道水管工为什么怀疑焊工训斥了清洁工。,123011,28,怀疑,adj,,01
4790,Experiment Group,,,,,,0.75,保姆想知道老爷爷午饭到底吃了些什么。,900032,29,,,,03
4790,Experiment Group,,30,,,long,0.43,舞蹈老师想知道实习生否认歌手赞美了谁。,230032,30,否认,arg,,03
4790,Experiment Group,,13,,,long,0.3,服务员想知道售票员接受演说家为什么欺骗了建筑工人。,113062,31,接受,adj,,06
4790,Experiment Group,,,,,,0.28,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,32,,,,00
4790,Experiment Group,,14,,,short,0.35,英语老师想知道工程师为什么说中学生举报了店员。,114141,33,说,adj,,14
4790,Experiment Group,,21,,,long,0.58,省长想知道药剂师接受小报记者采访了谁。,221062,34,接受,arg,,06
4790,Experiment Group,,,,,,0.36,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,35,,,,00
4790,Experiment Group,,17,,,long,0.32,会计想知道演员坚称编辑为什么邀请了神父。,117022,36,坚称,adj,,02
4790,Experiment Group,,27,,,long,0.57,法医想知道业务员否认罪犯为什么谋害了程序员。,127032,37,否认,adj,,03
4790,Experiment Group,,,,,,0.89,村长不想见买了卡车的村民。,900022,38,,,,02
4790,Experiment Group,,25,,,long,0.36,美容师想知道房东抱怨营养师吓唬了谁。,225042,39,抱怨,arg,,04
4790,Experiment Group,,,,,,0.95,校长遇到了扛着箱子的维修员。,900018,40,,,,01
4790,Experiment Group,,12,,,short,0.45,包工头想知道和尚为什么否认播音员打伤了算命先生。,112031,41,否认,adj,,03
4790,Experiment Group,,,,,,0.87,运动员的姐姐向老师请教了一个问题。,900026,42,,,,02
4790,Experiment Group,,32,,,short,0.85,助手想知道谁说老师出卖了水手。,232141,43,说,arg,,14
4790,Experiment Group,,19,,,long,0.39,经理想知道道士坚称和尚夸奖了谁。,219022,44,坚称,arg,,02
4790,Experiment Group,,,,,,0.39,助理自己的缺点向指出经理。,900011,45,,,,01
4790,Experiment Group,,,,,,0.42,广告商邀请客户参加在西餐厅举办的宴会。,900028,46,,,,02
4790,Experiment Group,,16,,,short,0.42,大学生想知道记者为什么接受音乐老师夸赞了歌手。,116061,47,接受,adj,,06
4790,Experiment Group,,,,,,0.43,教授认识修了桌子的工人。,900020,48,,,,02
4790,Experiment Group,,,,,,0.41,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,49,,,,00
4790,Experiment Group,,9,,,long,0.38,将军想知道间谍说士兵跟踪了谁。,209142,50,说,arg,,14
4790,Experiment Group,,3,,,short,0.62,经理想知道厨师为什么认为服务员接待了乞丐。,103121,51,认为,adj,,12
4790,Experiment Group,,,,,,0.43,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,52,,,,00
4790,Experiment Group,,31,,,long,0.43,心理学家想知道大学生怀疑保姆讨好了谁。,231012,53,怀疑,arg,,01
4790,Experiment Group,,,,,,0.91,教导主任鼓励学生们追求自己的梦想。,900030,54,,,,03
4790,Experiment Group,,2,,,long,0.53,法官想知道律师透露警察审问了谁。,202082,55,透露,arg,,08
4790,Experiment Group,,24,,,long,0.38,仓库管理员想知道采购员抱怨保险代理人为什么挖苦了模特。,124042,56,抱怨,adj,,04
4790,Experiment Group,,,,,,0.36,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,57,,,,00
4790,Experiment Group,,,,,,0.38,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,58,,,,00
4790,Experiment Group,,,,,,0.93,装修师傅不想见到吃了汉堡的小女孩。,900024,59,,,,02
4790,Experiment Group,,10,,,short,0.78,导游想知道谁抱怨保安袭击了商贩。,210041,60,抱怨,arg,,04
4790,Experiment Group,,18,,,short,0.52,船长想知道谁否认飞行员责备了经济学家。,218031,61,否认,arg,,03
4790,Experiment Group,,,,,,0.68,部长没见过吃了包子的大学生。,900021,62,,,,02
4790,Experiment Group,,,,,,0.9,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,63,,,,02
4790,Experiment Group,,11,,,short,0.69,政客想知道谁怀疑护士推倒了男孩。,211011,64,怀疑,arg,,01
4803,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4803,Experiment Group,,,practice_bad,practice_bad,,0,,,0,,,0,
4803,Experiment Group,,4,,,long,0.86,教授想知道工程师认同秘书为什么批评了运动员。,104112,1,认同,adj,,11
4803,Experiment Group,,28,,,short,0.23,丞相想知道皇上为什么认同将军威胁了大臣。,128111,2,认同,adj,,11
4803,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,3,,,,00
4803,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,900011,4,,,,01
4803,Experiment Group,,11,,,long,0.27,政客想知道医生重申护士推倒了谁。,211102,5,重申,arg,,10
4803,Experiment Group,,22,,,short,0.75,顾问想知道谁接受生物学家嘲讽了哲学家。,222061,6,接受,arg,,06
