"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"404",4803,"Experiment Group",NA,22,"","","short",0.75,"顾问想知道谁接受生物学家嘲讽了哲学家。",222061,6,"接受","arg",NA,6
"406",4803,"Experiment Group",NA,24,"","","long",0.57,"仓库管理员想知道采购员怀疑保险代理人挖苦了谁。",224012,8,"怀疑","arg",NA,1
"407",4803,"Experiment Group",NA,17,"","","short",0.09,"会计想知道谁怀疑编辑邀请了神父。",217011,9,"怀疑","arg",NA,1
"409",4803,"Experiment Group",NA,32,"","","long",0.49,"助手想知道军官怀疑老师为什么出卖了水手。",132012,11,"怀疑","adj",NA,1
"412",4803,"Experiment Group",NA,8,"","","long",0.06,"侦探想知道售货员接受飞行员为什么羞辱了卡车司机。",108062,14,"接受","adj",NA,6
"413",4803,"Experiment Group",NA,16,"","","long",0.09,"大学生想知道记者认同音乐老师夸赞了谁。",216112,15,"认同","arg",NA,11
"415",4803,"Experiment Group",NA,5,"","","long",0.74,"市长想知道议员认为艺术家联系了谁。",205122,17,"认为","arg",NA,12
"416",4803,"Experiment Group",NA,10,"","","short",0.77,"导游想知道外国人为什么否认保安袭击了商贩。",110031,18,"否认","adj",NA,3
"418",4803,"Experiment Group",NA,2,"","","short",0.26,"法官想知道谁认为警察审问了学生。",202121,20,"认为","arg",NA,12
"420",4803,"Experiment Group",NA,9,"","","long",0.1,"将军想知道间谍否认士兵为什么跟踪了总统。",109032,22,"否认","adj",NA,3
"422",4803,"Experiment Group",NA,23,"","","short",1,"园丁想知道谁说焊工训斥了清洁工。",223141,24,"说","arg",NA,14
"423",4803,"Experiment Group",NA,19,"","","short",0.94,"经理想知道谁证实和尚夸奖了乞丐。",219091,25,"证实","arg",NA,9
"427",4803,"Experiment Group",NA,31,"","","short",0.22,"心理学家想知道大学生为什么重申保姆讨好了理发师。",131101,29,"重申","adj",NA,10
"428",4803,"Experiment Group",NA,30,"","","long",0.11,"舞蹈老师想知道实习生证实歌手为什么赞美了剧作家。",130092,30,"证实","adj",NA,9
"432",4803,"Experiment Group",NA,21,"","","short",0.66,"省长想知道药剂师为什么证实小报记者采访了税务员。",121091,34,"证实","adj",NA,9
"434",4803,"Experiment Group",NA,18,"","","short",0.08,"船长想知道谁重申飞行员责备了经济学家。",218101,36,"重申","arg",NA,10
"437",4803,"Experiment Group",NA,14,"","","long",0.56,"英语老师想知道工程师证实中学生举报了谁。",214092,39,"证实","arg",NA,9
"438",4803,"Experiment Group",NA,3,"","","long",0.07,"经理想知道厨师认为服务员为什么接待了乞丐。",103122,40,"认为","adj",NA,12
"442",4803,"Experiment Group",NA,29,"","","short",0.96,"编辑想知道法务顾问为什么认为杂技演员抚养了小女孩。",129121,44,"认为","adj",NA,12
"446",4803,"Experiment Group",NA,20,"","","short",0.84,"售货员想知道作曲家为什么接受摄影师指责了心理医生。",120061,48,"接受","adj",NA,6
"447",4803,"Experiment Group",NA,27,"","","long",0.02,"法医想知道业务员接受罪犯谋害了谁。",227062,49,"接受","arg",NA,6
"449",4803,"Experiment Group",NA,15,"","","long",0.24,"主持人想知道学者否认政府官员批评了谁。",215032,51,"否认","arg",NA,3
"451",4803,"Experiment Group",NA,13,"","","long",0.23,"服务员想知道售票员说演说家为什么欺骗了建筑工人。",113142,53,"说","adj",NA,14
"452",4803,"Experiment Group",NA,26,"","","short",0.92,"制片人想知道健身教练为什么怀疑化妆师监视了调酒师。",126011,54,"怀疑","adj",NA,1
"455",4803,"Experiment Group",NA,1,"","","short",0.5,"老师想知道谁否认修理工打了快递员。",201031,57,"否认","arg",NA,3
"457",4803,"Experiment Group",NA,12,"","","short",0.82,"包工头想知道和尚为什么说播音员打伤了算命先生。",112141,59,"说","adj",NA,14
"459",4803,"Experiment Group",NA,25,"","","long",0.01,"美容师想知道房东重申营养师为什么吓唬了快餐店员。",125102,61,"重申","adj",NA,10
"461",4803,"Experiment Group",NA,7,"","","short",0.82,"村长想知道谁认同电工无视了领导。",207111,63,"认同","arg",NA,11
"462",4803,"Experiment Group",NA,6,"","","long",0.97,"检察官想知道教练员说音乐家开除了谁。",206142,64,"说","arg",NA,14
"467",4886,"Experiment Group",NA,15,"","","long",0.78,"主持人想知道学者抱怨政府官员批评了谁。",215042,3,"抱怨","arg",NA,4
"472",4886,"Experiment Group",NA,19,"","","short",0.61,"经理想知道谁保证和尚夸奖了乞丐。",219071,8,"保证","arg",NA,7
"474",4886,"Experiment Group",NA,29,"","","long",0.49,"编辑想知道法务顾问抱怨杂技演员为什么抚养了小女孩。",129042,10,"抱怨","adj",NA,4
"475",4886,"Experiment Group",NA,32,"","","short",0.51,"助手想知道军官为什么认同老师出卖了水手。",132111,11,"认同","adj",NA,11
"479",4886,"Experiment Group",NA,17,"","","long",0.39,"会计想知道演员重申编辑为什么邀请了神父。",117102,15,"重申","adj",NA,10
"480",4886,"Experiment Group",NA,16,"","","long",0.33,"大学生想知道记者接受音乐老师为什么夸赞了歌手。",116062,16,"接受","adj",NA,6
"482",4886,"Experiment Group",NA,20,"","","short",0.52,"售货员想知道谁猜摄影师指责了心理医生。",220131,18,"猜","arg",NA,13
"483",4886,"Experiment Group",NA,26,"","","short",0.41,"制片人想知道健身教练为什么保证化妆师监视了调酒师。",126071,19,"保证","adj",NA,7
"485",4886,"Experiment Group",NA,10,"","","short",0.53,"导游想知道谁重申保安袭击了商贩。",210101,21,"重申","arg",NA,10
"487",4886,"Experiment Group",NA,9,"","","long",0.74,"将军想知道间谍说士兵为什么跟踪了总统。",109142,23,"说","adj",NA,14
"488",4886,"Experiment Group",NA,23,"","","long",0.56,"园丁想知道水管工认同焊工训斥了谁。",223112,24,"认同","arg",NA,11
"490",4886,"Experiment Group",NA,2,"","","long",0.69,"法官想知道律师证实警察审问了谁。",202092,26,"证实","arg",NA,9
"492",4886,"Experiment Group",NA,22,"","","short",0.54,"顾问想知道外交官为什么证实生物学家嘲讽了哲学家。",122091,28,"证实","adj",NA,9
"494",4886,"Experiment Group",NA,13,"","","short",0.41,"服务员想知道谁认同演说家欺骗了建筑工人。",213111,30,"认同","arg",NA,11
"495",4886,"Experiment Group",NA,3,"","","long",0.46,"经理想知道厨师猜服务员为什么接待了乞丐。",103132,31,"猜","adj",NA,13
"497",4886,"Experiment Group",NA,31,"","","long",0.37,"心理学家想知道大学生保证保姆讨好了谁。",231072,33,"保证","arg",NA,7
"498",4886,"Experiment Group",NA,8,"","","long",0.47,"侦探想知道售货员认同飞行员为什么羞辱了卡车司机。",108112,34,"认同","adj",NA,11
"500",4886,"Experiment Group",NA,7,"","","short",0.2,"村长想知道谁说电工无视了领导。",207141,36,"说","arg",NA,14
"501",4886,"Experiment Group",NA,25,"","","short",0.57,"美容师想知道房东为什么抱怨营养师吓唬了快餐店员。",125041,37,"抱怨","adj",NA,4
"503",4886,"Experiment Group",NA,11,"","","long",0.71,"政客想知道医生猜护士推倒了谁。",211132,39,"猜","arg",NA,13
"504",4886,"Experiment Group",NA,14,"","","long",0.39,"英语老师想知道工程师重申中学生举报了谁。",214102,40,"重申","arg",NA,10
"506",4886,"Experiment Group",NA,12,"","","short",0.36,"包工头想知道和尚为什么重申播音员打伤了算命先生。",112101,42,"重申","adj",NA,10
"511",4886,"Experiment Group",NA,24,"","","short",0.74,"仓库管理员想知道谁证实保险代理人挖苦了模特。",224091,47,"证实","arg",NA,9
"512",4886,"Experiment Group",NA,30,"","","short",0.25,"舞蹈老师想知道实习生为什么猜歌手赞美了剧作家。",130131,48,"猜","adj",NA,13
"514",4886,"Experiment Group",NA,6,"","","short",0.92,"检察官想知道谁抱怨音乐家开除了保镖。",206041,50,"抱怨","arg",NA,4
"515",4886,"Experiment Group",NA,5,"","","long",0.98,"市长想知道议员说艺术家联系了谁。",205142,51,"说","arg",NA,14
"517",4886,"Experiment Group",NA,27,"","","long",0.55,"法医想知道业务员证实罪犯为什么谋害了程序员。",127092,53,"证实","adj",NA,9
"520",4886,"Experiment Group",NA,4,"","","short",0.42,"教授想知道谁接受秘书批评了运动员。",204061,56,"接受","arg",NA,6
"521",4886,"Experiment Group",NA,1,"","","long",0.24,"老师想知道学生保证修理工为什么打了快递员。",101072,57,"保证","adj",NA,7
"523",4886,"Experiment Group",NA,18,"","","long",0.28,"船长想知道建筑师接受飞行员责备了谁。",218062,59,"接受","arg",NA,6
"524",4886,"Experiment Group",NA,21,"","","short",0.46,"省长想知道药剂师为什么接受小报记者采访了税务员。",121061,60,"接受","adj",NA,6
"528",4886,"Experiment Group",NA,28,"","","short",0.99,"丞相想知道皇上为什么说将军威胁了大臣。",128141,64,"说","adj",NA,14
"531",4919,"Experiment Group",NA,24,"","","short",0.11,"仓库管理员想知道谁认同保险代理人挖苦了模特。",224111,1,"认同","arg",NA,11
"532",4919,"Experiment Group",NA,27,"","","long",0.77,"法医想知道业务员证实罪犯谋害了谁。",227092,2,"证实","arg",NA,9
"537",4919,"Experiment Group",NA,14,"","","short",0.83,"英语老师想知道谁怀疑中学生举报了店员。",214011,7,"怀疑","arg",NA,1
"539",4919,"Experiment Group",NA,5,"","","long",0.44,"市长想知道议员证实艺术家为什么联系了毒枭。",105092,9,"证实","adj",NA,9
"541",4919,"Experiment Group",NA,29,"","","short",0.8,"编辑想知道法务顾问为什么否认杂技演员抚养了小女孩。",129031,11,"否认","adj",NA,3
"543",4919,"Experiment Group",NA,13,"","","long",0.31,"服务员想知道售票员重申演说家为什么欺骗了建筑工人。",113102,13,"重申","adj",NA,10
"545",4919,"Experiment Group",NA,18,"","","long",0.52,"船长想知道建筑师否认飞行员责备了谁。",218032,15,"否认","arg",NA,3
"546",4919,"Experiment Group",NA,28,"","","short",0.89,"丞相想知道皇上为什么重申将军威胁了大臣。",128101,16,"重申","adj",NA,10
"552",4919,"Experiment Group",NA,11,"","","short",0.75,"政客想知道医生为什么猜护士推倒了男孩。",111131,22,"猜","adj",NA,13
"554",4919,"Experiment Group",NA,15,"","","short",0.68,"主持人想知道学者为什么证实政府官员批评了总统候选人。",115091,24,"证实","adj",NA,9
"557",4919,"Experiment Group",NA,12,"","","short",0.62,"包工头想知道和尚为什么怀疑播音员打伤了算命先生。",112011,27,"怀疑","adj",NA,1
"558",4919,"Experiment Group",NA,2,"","","short",0.79,"法官想知道谁证实警察审问了学生。",202091,28,"证实","arg",NA,9
"561",4919,"Experiment Group",NA,7,"","","long",0.49,"村长想知道农民重申电工无视了谁。",207102,31,"重申","arg",NA,10
"562",4919,"Experiment Group",NA,9,"","","long",0.75,"将军想知道间谍保证士兵跟踪了谁。",209072,32,"保证","arg",NA,7
"565",4919,"Experiment Group",NA,21,"","","short",0.64,"省长想知道谁否认小报记者采访了税务员。",221031,35,"否认","arg",NA,3
"567",4919,"Experiment Group",NA,22,"","","long",0.07,"顾问想知道外交官保证生物学家为什么嘲讽了哲学家。",122072,37,"保证","adj",NA,7
"570",4919,"Experiment Group",NA,31,"","","short",0.44,"心理学家想知道大学生为什么认同保姆讨好了理发师。",131111,40,"认同","adj",NA,11
"571",4919,"Experiment Group",NA,3,"","","short",0.34,"经理想知道谁重申服务员接待了乞丐。",203101,41,"重申","arg",NA,10
"573",4919,"Experiment Group",NA,23,"","","long",0.61,"园丁想知道水管工认为焊工训斥了谁。",223122,43,"认为","arg",NA,12
"574",4919,"Experiment Group",NA,32,"","","long",0.99,"助手想知道军官怀疑老师为什么出卖了水手。",132012,44,"怀疑","adj",NA,1
"576",4919,"Experiment Group",NA,1,"","","long",0.54,"老师想知道学生认为修理工为什么打了快递员。",101122,46,"认为","adj",NA,12
"578",4919,"Experiment Group",NA,25,"","","short",0.35,"美容师想知道谁猜营养师吓唬了快餐店员。",225131,48,"猜","arg",NA,13
"579",4919,"Experiment Group",NA,16,"","","short",0.39,"大学生想知道谁认为音乐老师夸赞了歌手。",216121,49,"认为","arg",NA,12
"581",4919,"Experiment Group",NA,20,"","","short",0.52,"售货员想知道谁保证摄影师指责了心理医生。",220071,51,"保证","arg",NA,7
"582",4919,"Experiment Group",NA,26,"","","long",0.51,"制片人想知道健身教练认同化妆师为什么监视了调酒师。",126112,52,"认同","adj",NA,11
"584",4919,"Experiment Group",NA,30,"","","long",0.86,"舞蹈老师想知道实习生猜歌手为什么赞美了剧作家。",130132,54,"猜","adj",NA,13
"585",4919,"Experiment Group",NA,4,"","","short",0.33,"教授想知道工程师为什么保证秘书批评了运动员。",104071,55,"保证","adj",NA,7
"587",4919,"Experiment Group",NA,19,"","","long",0.46,"经理想知道道士否认和尚为什么夸奖了乞丐。",119032,57,"否认","adj",NA,3
"588",4919,"Experiment Group",NA,8,"","","long",0.73,"侦探想知道售货员怀疑飞行员羞辱了谁。",208012,58,"怀疑","arg",NA,1
"591",4919,"Experiment Group",NA,10,"","","short",0.71,"导游想知道外国人为什么认为保安袭击了商贩。",110121,61,"认为","adj",NA,12
"592",4919,"Experiment Group",NA,17,"","","long",0.34,"会计想知道演员猜编辑邀请了谁。",217132,62,"猜","arg",NA,13
"594",4919,"Experiment Group",NA,6,"","","long",0.41,"检察官想知道教练员认同音乐家开除了谁。",206112,64,"认同","arg",NA,11
"597",4908,"Experiment Group",NA,19,"","","long",0.26,"经理想知道道士猜和尚为什么夸奖了乞丐。",119132,1,"猜","adj",NA,13
"598",4908,"Experiment Group",NA,14,"","","short",0.58,"英语老师想知道谁坚称中学生举报了店员。",214021,2,"坚称","arg",NA,2
"600",4908,"Experiment Group",NA,15,"","","short",0.72,"主持人想知道谁承认政府官员批评了总统候选人。",215051,4,"承认","arg",NA,5
"602",4908,"Experiment Group",NA,5,"","","long",0.04,"市长想知道议员认同艺术家联系了谁。",205112,6,"认同","arg",NA,11
"603",4908,"Experiment Group",NA,4,"","","short",0.97,"教授想知道谁否认秘书批评了运动员。",204031,7,"否认","arg",NA,3
"608",4908,"Experiment Group",NA,32,"","","long",0.22,"助手想知道军官认为老师为什么出卖了水手。",132122,12,"认为","adj",NA,12
"609",4908,"Experiment Group",NA,11,"","","long",0.42,"政客想知道医生接受护士推倒了谁。",211062,13,"接受","arg",NA,6
"611",4908,"Experiment Group",NA,3,"","","long",0.14,"经理想知道厨师承认服务员接待了谁。",203052,15,"承认","arg",NA,5
"612",4908,"Experiment Group",NA,22,"","","short",0.83,"顾问想知道外交官为什么坚称生物学家嘲讽了哲学家。",122021,16,"坚称","adj",NA,2
"614",4908,"Experiment Group",NA,8,"","","short",0.18,"侦探想知道谁猜飞行员羞辱了卡车司机。",208131,18,"猜","arg",NA,13
"615",4908,"Experiment Group",NA,10,"","","long",0.08,"导游想知道外国人认同保安为什么袭击了商贩。",110112,19,"认同","adj",NA,11
"618",4908,"Experiment Group",NA,1,"","","long",0.12,"老师想知道学生抱怨修理工为什么打了快递员。",101042,22,"抱怨","adj",NA,4
"619",4908,"Experiment Group",NA,6,"","","long",0.15,"检察官想知道教练员否认音乐家开除了谁。",206032,23,"否认","arg",NA,3
"621",4908,"Experiment Group",NA,18,"","","long",0.19,"船长想知道建筑师否认飞行员为什么责备了经济学家。",118032,25,"否认","adj",NA,3
"630",4908,"Experiment Group",NA,21,"","","long",0.14,"省长想知道药剂师猜小报记者采访了谁。",221132,34,"猜","arg",NA,13
"631",4908,"Experiment Group",NA,17,"","","long",0.78,"会计想知道演员认为编辑邀请了谁。",217122,35,"认为","arg",NA,12
"633",4908,"Experiment Group",NA,12,"","","long",0.58,"包工头想知道和尚抱怨播音员打伤了谁。",212042,37,"抱怨","arg",NA,4
