workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,verb_id,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,error
4525,Experiment Group,,,,,,0.78,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,52,,,,
4525,Experiment Group,,,,,,0.73,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,53,,,,
4525,Experiment Group,,12,,,short,0.37,包工头想知道谁记得播音员打伤了算命先生。,08,212081,54,记得,arg,,
4525,Experiment Group,,17,,,short,0.58,会计想知道演员为什么记得编辑邀请了神父。,08,117081,55,记得,adj,,
4525,Experiment Group,,,,,,0.82,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,56,,,,
4525,Experiment Group,,11,,,long,1,政客想知道医生记得护士推倒了谁。,08,211082,57,记得,arg,,
4525,Experiment Group,,,,,,0,农业专家相信天文学家可以退休物理学家。,01,900016,58,,,,
4525,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,03,900030,59,,,,
4525,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,01,900011,60,,,,
4525,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,00,900009,61,,,,
4525,Experiment Group,,6,,,short,0.86,检察官想知道教练员为什么觉得音乐家开除了保镖。,02,106021,62,觉得,adj,,
4525,Experiment Group,,3,,,long,0.47,经理想知道厨师喜欢服务员接待了谁。,07,203072,63,喜欢,arg,,
4525,Experiment Group,,,,,,0,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,64,,,,
4555,Experiment Group,,,practice_good,practice_good,,0.99,,,,0,,,0,
4555,Experiment Group,,,practice_bad,practice_bad,,0.02,,,,0,,,0,
4555,Experiment Group,,,,,,0.01,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,1,,,,
4555,Experiment Group,,8,,,long,0.57,侦探想知道售货员说飞行员为什么羞辱了卡车司机。,01,108012,2,说,adj,,
4555,Experiment Group,,,,,,0.01,助理自己的缺点向指出经理。,01,900011,3,,,,
4555,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,02,900022,4,,,,
4555,Experiment Group,,24,,,short,0.55,仓库管理员想知道谁猜保险代理人挖苦了模特。,09,224091,5,猜,arg,,
4555,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,01,900018,6,,,,
4555,Experiment Group,,,,,,0.01,领导自己的烦恼向倾诉朋友。,00,900009,7,,,,
4555,Experiment Group,,30,,,long,0.56,舞蹈老师想知道实习生写下来歌手为什么赞美了剧作家。,14,130142,8,写,adj,,
4555,Experiment Group,,,,,,0.02,学生自己的问题向提出老师。,01,900010,9,,,,
4555,Experiment Group,,31,,,long,0.56,心理学家想知道大学生写下来保姆讨好了谁。,14,231142,10,写,arg,,
4555,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,03,900031,11,,,,
4555,Experiment Group,,28,,,short,0.99,丞相想知道皇上为什么猜将军威胁了大臣。,09,128091,12,猜,adj,,
4555,Experiment Group,,14,,,long,0.97,英语老师想知道工程师说中学生举报了谁。,01,214012,13,说,arg,,
4555,Experiment Group,,,,,,0.02,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,14,,,,
4555,Experiment Group,,,,,,0.99,交警在马路边提醒行人要注意安全。,02,900029,15,,,,
4555,Experiment Group,,,,,,0.99,顾问没注意到端着盘子的阿姨。,02,900023,16,,,,
4555,Experiment Group,,29,,,short,0.59,编辑想知道谁记得杂技演员抚养了小女孩。,08,229081,17,记得,arg,,
4555,Experiment Group,,,,,,0.99,外科医生鼓励病人多锻炼身体。,02,900027,18,,,,
4555,Experiment Group,,6,,,long,0.02,检察官想知道教练员怕音乐家为什么开除了保镖。,06,106062,19,怕,adj,,
4555,Experiment Group,,,,,,0.03,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,20,,,,
4555,Experiment Group,,17,,,short,0.41,会计想知道谁感觉编辑邀请了神父。,12,217121,21,感觉,arg,,
4555,Experiment Group,,25,,,short,0.39,美容师想知道谁怕营养师吓唬了快餐店员。,06,225061,22,怕,arg,,
4555,Experiment Group,,,,,,0.02,队员们自己的优势向隐瞒对手。,01,900012,23,,,,
4555,Experiment Group,,23,,,long,0.39,园丁想知道水管工怕焊工训斥了谁。,06,223062,24,怕,arg,,
4555,Experiment Group,,,,,,0.02,国家领导人批准干部可以离职翻译官。,01,900014,25,,,,
4555,Experiment Group,,18,,,short,0.54,船长想知道建筑师为什么写下来飞行员责备了经济学家。,14,118141,26,写,adj,,
4555,Experiment Group,,,,,,0.73,部长没见过吃了包子的大学生。,02,900021,27,,,,
4555,Experiment Group,,,,,,0.04,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,28,,,,
4555,Experiment Group,,27,,,short,0.91,法医想知道业务员为什么感觉罪犯谋害了程序员。,12,127121,29,感觉,adj,,
4555,Experiment Group,,,,,,0.01,基金管理员期待顾客可以成功历史学家。,01,900013,30,,,,
4555,Experiment Group,,4,,,short,0.4,教授想知道谁害怕秘书批评了运动员。,11,204111,31,害怕,arg,,
4555,Experiment Group,,12,,,short,0.6,包工头想知道谁想播音员打伤了算命先生。,05,212051,32,想,arg,,
4555,Experiment Group,,,,,,0.98,冯阿姨瞧见了背着书包的中学生。,01,900017,33,,,,
4555,Experiment Group,,,,,,0.02,文艺评论家怀疑编辑可以偷懒教授。,01,900015,34,,,,
4555,Experiment Group,,9,,,long,0.38,将军想知道间谍猜士兵为什么跟踪了总统。,09,109092,35,猜,adj,,
4555,Experiment Group,,20,,,short,0.25,售货员想知道作曲家为什么想摄影师指责了心理医生。,05,120051,36,想,adj,,
4555,Experiment Group,,,,,,0.03,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,37,,,,
4555,Experiment Group,,2,,,long,0.35,法官想知道律师记得警察为什么审问了学生。,08,102082,38,记得,adj,,
4555,Experiment Group,,3,,,long,0.92,经理想知道厨师感觉服务员接待了谁。,12,203122,39,感觉,arg,,
4555,Experiment Group,,,,,,0.97,教导主任鼓励学生们追求自己的梦想。,03,900030,40,,,,
4555,Experiment Group,,,,,,0.86,装修师傅不想见到吃了汉堡的小女孩。,02,900024,41,,,,
4555,Experiment Group,,15,,,long,0.4,主持人想知道学者想政府官员为什么批评了总统候选人。,05,115052,42,想,adj,,
4555,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,43,,,,
4555,Experiment Group,,19,,,long,0.48,经理想知道道士害怕和尚夸奖了谁。,11,219112,44,害怕,arg,,
4555,Experiment Group,,16,,,short,0.65,大学生想知道谁说音乐老师夸赞了歌手。,01,216011,45,说,arg,,
4555,Experiment Group,,,,,,0.97,运动员的姐姐向老师请教了一个问题。,02,900026,46,,,,
4555,Experiment Group,,,,,,0.01,农业专家相信天文学家可以退休物理学家。,01,900016,47,,,,
4555,Experiment Group,,21,,,short,0.35,省长想知道谁写下来小报记者采访了税务员。,14,221141,48,写,arg,,
4555,Experiment Group,,,,,,0.01,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,49,,,,
4555,Experiment Group,,32,,,short,0.35,助手想知道军官为什么害怕老师出卖了水手。,11,132111,50,害怕,adj,,
4555,Experiment Group,,,,,,0.04,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,51,,,,
4555,Experiment Group,,10,,,short,0.99,导游想知道外国人为什么说保安袭击了商贩。,01,110011,52,说,adj,,
4555,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,53,,,,
4555,Experiment Group,,,,,,0.99,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,54,,,,
4555,Experiment Group,,7,,,short,0.79,村长想知道农民为什么怕电工无视了领导。,06,107061,55,怕,adj,,
4555,Experiment Group,,26,,,long,0.56,制片人想知道健身教练感觉化妆师为什么监视了调酒师。,12,126122,56,感觉,adj,,
4555,Experiment Group,,,,,,0.96,魏老师看到了看了报告的研究生。,01,900019,57,,,,
4555,Experiment Group,,1,,,short,0.6,老师想知道学生为什么记得修理工打了快递员。,08,101081,58,记得,adj,,
4555,Experiment Group,,,,,,0.01,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,59,,,,
4555,Experiment Group,,22,,,long,0.17,顾问想知道外交官想生物学家嘲讽了谁。,05,222052,60,想,arg,,
4555,Experiment Group,,5,,,long,0.72,市长想知道议员猜艺术家联系了谁。,09,205092,61,猜,arg,,
4555,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,02,900020,62,,,,
4555,Experiment Group,,13,,,long,0.25,服务员想知道售票员记得演说家欺骗了谁。,08,213082,63,记得,arg,,
4555,Experiment Group,,11,,,long,0.03,政客想知道医生害怕护士为什么推倒了男孩。,11,111112,64,害怕,adj,,
4660,Experiment Group,,,practice_good,practice_good,,0.92,,,,0,,,0,
4660,Experiment Group,,,practice_bad,practice_bad,,0.02,,,,0,,,0,
4660,Experiment Group,,23,,,short,0.99,园丁想知道水管工为什么感觉焊工训斥了清洁工。,12,123121,1,感觉,adj,,
4660,Experiment Group,,25,,,short,0.02,美容师想知道谁希望营养师吓唬了快餐店员。,03,225031,2,希望,arg,,
4660,Experiment Group,,,,,,0.99,外科医生鼓励病人多锻炼身体。,02,900027,3,,,,
4660,Experiment Group,,9,,,short,0.97,将军想知道谁说士兵跟踪了总统。,01,209011,4,说,arg,,
4660,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,5,,,,
4660,Experiment Group,,,,,,0.99,交警在马路边提醒行人要注意安全。,02,900029,6,,,,
4660,Experiment Group,,14,,,short,0.01,英语老师想知道工程师为什么怕中学生举报了店员。,06,114061,7,怕,adj,,
4660,Experiment Group,,28,,,long,0,丞相想知道皇上写下来将军威胁了谁。,14,228142,8,写,arg,,
4660,Experiment Group,,,,,,1,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,9,,,,
4660,Experiment Group,,,,,,0.99,教授认识修了桌子的工人。,02,900020,10,,,,
4660,Experiment Group,,30,,,short,0,舞蹈老师想知道谁感觉歌手赞美了剧作家。,12,230121,11,感觉,arg,,
4660,Experiment Group,,2,,,long,0.03,法官想知道律师怕警察审问了谁。,06,202062,12,怕,arg,,
4660,Experiment Group,,,,,,0.98,冯阿姨瞧见了背着书包的中学生。,01,900017,13,,,,
4660,Experiment Group,,1,,,long,0.99,老师想知道学生猜修理工为什么打了快递员。,09,101092,14,猜,adj,,
4660,Experiment Group,,12,,,short,0.99,包工头想知道谁喜欢播音员打伤了算命先生。,07,212071,15,喜欢,arg,,
4660,Experiment Group,,,,,,0.97,领导自己的烦恼向倾诉朋友。,00,900009,16,,,,
4660,Experiment Group,,19,,,long,0.01,经理想知道道士喜欢和尚为什么夸奖了乞丐。,07,119072,17,喜欢,adj,,
4660,Experiment Group,,,,,,0.97,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,18,,,,
4660,Experiment Group,,27,,,long,0.02,法医想知道业务员喜欢罪犯谋害了谁。,07,227072,19,喜欢,arg,,
4660,Experiment Group,,6,,,long,0,检察官想知道教练员希望音乐家为什么开除了保镖。,03,106032,20,希望,adj,,
4660,Experiment Group,,,,,,0.99,队员们自己的优势向隐瞒对手。,01,900012,21,,,,
4660,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,03,900031,22,,,,
4660,Experiment Group,,4,,,short,0.02,教授想知道工程师为什么记得秘书批评了运动员。,08,104081,23,记得,adj,,
4660,Experiment Group,,8,,,short,0.01,侦探想知道谁怕飞行员羞辱了卡车司机。,06,208061,24,怕,arg,,
4660,Experiment Group,,,,,,0.03,运动员的姐姐向老师请教了一个问题。,02,900026,25,,,,
4660,Experiment Group,,10,,,long,1,导游想知道外国人说保安为什么袭击了商贩。,01,110012,26,说,adj,,
4660,Experiment Group,,,,,,0.99,学生自己的问题向提出老师。,01,900010,27,,,,
4660,Experiment Group,,26,,,short,0.01,制片人想知道健身教练为什么写下来化妆师监视了调酒师。,14,126141,28,写,adj,,
4660,Experiment Group,,7,,,long,0.98,村长想知道农民说电工无视了谁。,01,207012,29,说,arg,,
4660,Experiment Group,,,,,,0.01,基金管理员期待顾客可以成功历史学家。,01,900013,30,,,,
4660,Experiment Group,,29,,,short,0.01,编辑想知道法务顾问为什么猜杂技演员抚养了小女孩。,09,129091,31,猜,adj,,
4660,Experiment Group,,,,,,0.97,教导主任鼓励学生们追求自己的梦想。,03,900030,32,,,,
4660,Experiment Group,,,,,,0.99,校长遇到了扛着箱子的维修员。,01,900018,33,,,,
4660,Experiment Group,,,,,,0.99,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,34,,,,
4660,Experiment Group,,,,,,0.98,助理自己的缺点向指出经理。,01,900011,35,,,,
4660,Experiment Group,,20,,,long,0.02,售货员想知道作曲家感觉摄影师指责了谁。,12,220122,36,感觉,arg,,
4660,Experiment Group,,,,,,0.02,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,37,,,,
4660,Experiment Group,,,,,,1,顾问没注意到端着盘子的阿姨。,02,900023,38,,,,
4660,Experiment Group,,5,,,long,0.98,市长想知道议员记得艺术家为什么联系了毒枭。,08,105082,39,记得,adj,,
4660,Experiment Group,,13,,,long,0.01,服务员想知道售票员怕演说家为什么欺骗了建筑工人。,06,113062,40,怕,adj,,
4660,Experiment Group,,,,,,0.98,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,41,,,,
4660,Experiment Group,,,,,,0.99,魏老师看到了看了报告的研究生。,01,900019,42,,,,
4660,Experiment Group,,,,,,0.99,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,43,,,,
4660,Experiment Group,,18,,,long,0.02,船长想知道建筑师希望飞行员责备了谁。,03,218032,44,希望,arg,,
4660,Experiment Group,,,,,,0.98,部长没见过吃了包子的大学生。,02,900021,45,,,,
4660,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,02,900022,46,,,,
4660,Experiment Group,,31,,,short,0.97,心理学家想知道谁写下来保姆讨好了理发师。,14,231141,47,写,arg,,
4660,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,02,900024,48,,,,
4660,Experiment Group,,22,,,long,0.01,顾问想知道外交官记得生物学家嘲讽了谁。,08,222082,49,记得,arg,,
4660,Experiment Group,,16,,,short,0.99,大学生想知道谁记得音乐老师夸赞了歌手。,08,216081,50,记得,arg,,
4660,Experiment Group,,,,,,0.98,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,51,,,,
4660,Experiment Group,,17,,,short,0.97,会计想知道谁猜编辑邀请了神父。,09,217091,52,猜,arg,,
4660,Experiment Group,,,,,,0,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,53,,,,
4660,Experiment Group,,,,,,1,文艺评论家怀疑编辑可以偷懒教授。,01,900015,54,,,,
4660,Experiment Group,,11,,,long,0.99,政客想知道医生猜护士推倒了谁。,09,211092,55,猜,arg,,
4660,Experiment Group,,,,,,0.01,农业专家相信天文学家可以退休物理学家。,01,900016,56,,,,
4660,Experiment Group,,32,,,short,0.99,助手想知道军官为什么喜欢老师出卖了水手。,07,132071,57,喜欢,adj,,
4660,Experiment Group,,,,,,0.99,国家领导人批准干部可以离职翻译官。,01,900014,58,,,,
4660,Experiment Group,,3,,,short,1,经理想知道厨师为什么说服务员接待了乞丐。,01,103011,59,说,adj,,
4660,Experiment Group,,,,,,0.98,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,60,,,,
4660,Experiment Group,,21,,,short,1,省长想知道药剂师为什么希望小报记者采访了税务员。,03,121031,61,希望,adj,,
4660,Experiment Group,,,,,,0.02,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,62,,,,
4660,Experiment Group,,15,,,long,0.01,主持人想知道学者写下来政府官员为什么批评了总统候选人。,14,115142,63,写,adj,,
4660,Experiment Group,,24,,,long,0.97,仓库管理员想知道采购员感觉保险代理人为什么挖苦了模特。,12,124122,64,感觉,adj,,
4546,Experiment Group,,,practice_good,practice_good,,0.98,,,,0,,,0,
4546,Experiment Group,,,practice_bad,practice_bad,,0.02,,,,0,,,0,
4546,Experiment Group,,,,,,0.76,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,1,,,,
4546,Experiment Group,,,,,,0.85,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,2,,,,
4546,Experiment Group,,22,,,short,0.01,顾问想知道谁希望生物学家嘲讽了哲学家。,03,222031,3,希望,arg,,
4546,Experiment Group,,,,,,0.04,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,4,,,,
4546,Experiment Group,,2,,,long,0.02,法官想知道律师想警察审问了谁。,05,202052,5,想,arg,,
4546,Experiment Group,,,,,,0.99,冯阿姨瞧见了背着书包的中学生。,01,900017,6,,,,
